H1,L1,L2,L2,L4
L2,H1,L1,H2,L4
L4,L1,L3,L3,L2
L3,L3,H4,L4,L4
L1,L1,P,H1,H4
L3,L3,L1,L3,L4
L3,H2,H1,L4,W
H3,SW,W,W,L3
L1,L2,L1,SW,L4
L4,L4,W,H3,L1
L3,L2,L3,H3,L1
L1,L1,L2,H2,L1
L1,L2,L4,H2,L3
L1,H1,L2,H3,P
L2,L4,L2,H1,L4
B,L3,B,L3,B
L2,W,H1,L1,L3
W,H4,W,L3,L1
L4,L1,L2,W,L2
L2,L4,L1,L4,L3
L2,SW,H1,H4,L3
L3,H3,H2,L3,L4
H4,L1,L2,SW,L1
L3,L2,L3,L3,L3
L1,L1,W,L4,L4
H1,L3,L4,L2,H1
L3,W,L3,W,L3
L4,H1,L2,L4,W
L2,L3,L1,W,L3
L4,L4,L3,W,L2
L1,H3,H1,L2,L1
L4,L3,L3,L2,H1
H4,L4,H3,L1,L4
L1,L1,L4,L3,L2
L1,L2,L3,L1,L2
L3,L3,W,L4,L3
L2,L4,L3,L4,L1
L1,H1,H3,H4,L4
L1,L1,W,L1,L1
L4,L3,H1,L2,L1
L2,L2,SW,L3,L1
H1,H2,L3,H2,L3
H2,SW,H2,L3,H2
L1,L1,L3,L2,L2
L3,L4,L4,L2,L4
L1,H3,L4,L1,L2
L4,H1,L4,L2,L3
W,SW,L3,L1,H2
H2,L4,L4,L3,H2
L1,L2,L1,L1,SW
L2,L1,L4,L1,L3
L1,L4,L2,H3,H1
L3,L3,H2,L4,L2
L4,L3,P,H2,L1
L4,L2,H2,L4,W
L4,H2,L4,L3,L2
L3,L3,L1,W,L2
L1,W,W,L3,L3
H2,H3,L2,SW,L4
W,W,L2,L4,L4
L4,B,H2,B,L4
L1,L2,H2,L3,L3
L2,L2,L3,L3,L3
L4,L4,H3,H1,W
L3,H1,L1,L3,L3
H1,W,L4,L3,L1
L3,L2,H1,L3,L2
L3,W,L3,H2,W
H2,P,L3,L4,L2
B,L1,B,L3,B
H1,P,L4,H4,L2
H3,L1,L1,L1,L4
H3,L2,H1,L4,L3
L4,L3,L1,H1,L1
L1,H2,L3,L3,H4
L3,L1,L2,L3,L2
SW,H1,L1,L3,H4
L4,L4,L2,H1,L4
H1,L3,L4,L1,W
L1,H2,L1,P,L3
L4,L1,L2,L1,L4
H1,H2,H3,H1,H4
L2,P,H1,L1,L4
L1,L3,L1,P,P
L3,W,W,L4,SW
L1,H3,L2,L2,H3
H1,H2,H3,L2,SW
L3,H2,L3,L1,L1
H3,L4,W,L2,L4
H2,W,L4,L4,H2
L4,H1,L1,L3,L3
H1,L2,L2,L3,H1
L2,L2,L4,L1,L1
L2,H1,H3,L4,L4
H1,L3,H1,W,H3
H3,W,W,L2,W
H4,L3,H4,L4,H1
