H1,L2,H2,L1,L4
L1,L4,L4,H1,H1
L1,L2,L3,L2,L4
L3,H1,H4,L3,L1
L4,L1,L4,L1,L1
BT,H3,L3,H3,L4
L3,H2,L4,L3,L1
H4,L2,L1,L3,H3
L4,H2,L4,H2,L1
L2,L1,L2,L3,SW
H1,L1,L3,L4,L2
L1,L3,H2,L4,H2
L2,L3,H3,L1,H1
L1,L1,L2,L1,L2
